,lyric,famous_word,total_words,percent_originality,genre
38,desce novinha mão joelhinho desce novinha mão joelhinho vou convocar novinha bem assim pra fazer aquecimento sentar devagarinho envolver clima tá gostosinho beat grave pandeiro cavaquinho devagarinho devagarinho devagarinho devagarinho desce novinha mão joelhinho devagarinho devagarinho devagarinho devagarinho desce novinha mão joelhinho devagarinho devagarinho devagarinho devagarinho desce novinha mão joelhinho atenção mulheres aqui pra desesperada vai devagar bumbum nenhum macete nenhum segredo descer devagarinho mão joelho vai vai devagarinho mão joelho senta bem devagarinho mão joelho desce novinha mão joelhinho devagarinho devagarinho devagarinho devagarinho desce novinha mão joelhinho devagarinho devagarinho devagarinho devagarinho desce novinha mão joelhinho atenção mulheres aqui pra desesperada vai devagar bumbum nenhum macete nenhum segredo descer devagarinho mão joelho vai vai devagarinho mão joelho senta bem devagarinho mão joelho desce novinha mão joelhinho,devagarinho,126,26.98,funk
39,recomeçar conquistar lugar sol fardar coragem fim paciente pescando anzol destacar maldade quer fim atraso vi vários tentar pra sempre vai ser assim calmo onde verdade parei pensar vários falando mim sei pré julgar diria bem todo suor devagar chegando sei cor verdadeiros vida mudada to novos planos tô novos planos quero conquistar passar réu descartar fulanos ser vencedor merecer troféu,conquistar,61,88.52,funk
40,so cachorras preparadas popozudas baile todo pula sai chão bonde tigrao vezes libera energia vem pro meio salão baile tomado quero ver dançar ta tudo dominado planeta vai gritar vou provar tigrão vou dar muita pressão vejo popozão rebolando salão consigo respirar fico louco pegar melhor preparar tigrão vai ensinar agora ruim fugir tigrão vai engolir corre aqui pego logo ali vou lutar fim vou trazer pra mim chamo bem assim,vou,71,87.32,funk
41,desce dose vou ver ondas quebrar primeiro dia faz viajar dama linda pra poder acompanhar pôr sol vibe combina clima lindo felicidade ter comigo beira mar viajando sorriso pensaram mim pra desenhar melhor poderia imaginar aquarela viajo olhar quiser saber pra onde vou pra onde amor pra lá vou pra lá vou quiser saber pra onde vou pra onde amor pra lá vou pra lá vou,pra,66,63.64,funk
42,gosta viagem vodka tequila breja sempre chama amiga escuta namorado deixa nunca qualquer conversinha coração dessa mina balança bem culpa dedo curte aliança fácil ver sozinha rouba qualquer cena dessa vez vai tá sozinha porque toda loira morena fazer namoradas todo mundo quer manda passar outro dia frase dia amiga parceira amiga solteira amiga parceira amiga solteira livre louca curte vida melhor vou dizer sabe loucuras vive amiga parceira amiga solteira amiga parceira amiga solteira livre louca curte vida melhor vou dizer sabe loucuras vive gosta viagem vodka tequila breja sempre chama amiga escuta namorado deixa nunca qualquer conversinha coração dessa mina balança bem culpa dedo curte aliança fácil ver sozinha rouba qualquer cena dessa vez vai tá sozinha porque toda loira morena fazer namoradas todo mundo quer manda passar outro dia frase dia amiga parceira amiga solteira amiga parceira amiga solteira livre louca curte vida melhor vou dizer sabe loucuras vive amiga parceira amiga solteira amiga parceira amiga solteira livre louca curte vida melhor vou dizer sabe loucuras vive,amiga,170,32.94,funk
43,gente brigou mandei embora primeiros dia foda bate saudade gente chora esbarrei amiga então pensa mulher gostosa disse duas brigou vai vingar agora então joga então joga então joga popo piroca então joga então joga vai mozão joga popo piroca então joga então joga joga popo piroca então joga então joga joga popo piroca,joga,54,46.3,funk
44,alô moçada sucesso tá chegando biro leyby biro leyby ti dá asassssssssssssssssssss cria asa periquita treme treme tabaca cria asa periquita treme treme tabaca cria asa periquita treme treme tabaca treme treme treme treme tabaca biro leyby tá chegando pras gatinhas abusadas biro leyby tá chegando pra gatinha abusada cria asa periquita treme treme tabaca cria asa periquita treme treme tabaca sacode carola biro ley biro ley biro ley biro ley biro ley biro ley byyyyyy bis ihi ihi ihi ihiiiiiiii yo famoso biro leyby ummm sacode carola cria asa periquita treme treme treme treme treme tabaca treme treme tabaca biro leyby tá chegando pras gatinhas abusadas biro leyby tá chegando pra gatinha abusada cria asa periquita treme treme tabaca cria asa periquita treme treme tabaca,treme,126,24.6,funk
45,ei chifrudo aceita gostosa,ei,4,100.0,funk
46,acha pode brincar jeito brincou fez minas boneca sai dessa assim favor escuta chance transformou romance lance chega rebaixar levanta cabeça aceita revanche porque acha pode brincar jeito brincou fez minas boneca sai dessa assim favor escuta chance transformou romance lance chega rebaixar levanta cabeça aceita revanche porque ahhhhhh tô dando risada palhaço igual tá cheio quebrada bom vacilou perdeu ta querendo voltar desculpa fu ahhhhhh tô dando risada palhaço igual tá cheio quebrada ficou parado introdução final história quero homem lek acha pode brincar jeito brincou fez minas boneca sai dessa assim favor escuta chance transformou romance lance chega rebaixar levanta cabeça aceita revanche porque acha pode brincar jeito brincou fez minas boneca sai dessa assim favor escuta chance transformou romance lance chega rebaixar levanta cabeça aceita revanche porque ahhhhhh tô dando risada palhaço igual tá cheio quebrada bom vacilou perdeu ta querendo voltar desculpa fu,acha,147,33.33,funk
47,cabelo tony country pra mostrar vilão lado mal lado bem bom bombom toque horneteira becos vielas meia preta meia branca nóis joga canela irmão tá ak cima crecalcado cresce olho vai pra puta pariu vai cada segundo nóis dá acelerada cada acelerada tipo risada vrau vrau vrau hohoho hahaha bololo vai vizinho discou perdido aqui quero ver hómi pegar porque aqui dá risada bota pra acelerar porque aqui dá risada bota pra acelerar bolololololo bololo haha bololo haha haha bololo haha bololo haha haha faz sinal vida loka joga pistola pro ar bololo haha bololo haha haha bololo haha bololo haha haha faz sinal vida loka joga pistola pro ar,haha,110,55.45,funk
48,sempre alguém falar vai conseguir persista insistência prova maior virtude conquista conquista fácil varias pé vários amigo vários pra invejar pra nome bico pra ver mundo assim vários quer adiantar regresso diziam más línguas inveja cresce medida sucesso dias sonhei mó sonho engraçado parar las vegas parecia tava acordado viu passando navona porta goma comenta amiga ainda ponta mil querendo pega sombra conforto honda profissionais quesito tira onda comentário cara ta vivendo pique outro patamar quebrada destaca bico cisma sempre copiar tenta imitar deus fez pedem pra multiplicar banca cria copia hoje assim assim sempre cabelo disfarçado passo navalha face romeo lente cyclope uns bate olho longe disfarça pode certeza fica choque linda bandida acompanha pra dou poder escolher dubai las vegas talvez pra espanha diz agora vai querer preferi fica aqui letras estrelas tequila vontade pra divertir banho champagne fazendo besteira embarca viagem relaxa solta revolta bico recalcado viajei sonho vegas repente tava acordado voei pra las vegas cassino joguei dinheiro pro alto mala hoje sorriso passa esportivo voando baixo vem vem pista nóis morrão nóis olha patricinhas perdeu vagabundo desculpa viu passei veloz quiser volto dou sentido mundo,pra,190,83.16,funk
49,cheguei mó humildade simplicidade din din bolso parça verdade pra ficar suave fumando boldo passou mina gata encantei morena linda discreta lado loira ruiva antes vou informar morena solteira corre sempre certo pra ter problema sei casada uns parça quebra veio falar mete mó mala desculpa alça vou ter tirar chegar ahn chegar ahn chegar sapatinho pra impressionar maior novinho ideia consta mhumilde gostei trombei maresias dia mó lazer doido doidinha juntos pro rolê citou tá sei quê sabe novinha gama emociona lado direito banco couro placo bolso pergunta ouro novinha encanta menino novo ama gama emociona lado direito banco couro placo bolso pergunta ouro novinha encanta menino novo ama menino novo ama,mó,113,69.91,funk
50,gosto gosta fumar maconha frente outros fica vergonha casa fica bem safada dá uns dois beck fica bem danada fuma transa transa fuma fuma mete dá fuma transa transa fuma fuma mete dá fuma transa transa fuma fuma mete dá fuma transa transa fuma fuma mete dá,fuma,47,40.43,funk
51,deixa marra sei tara cara mostra entusiasmo vê descobre corre pá orgasmo contra pedofilia curto novinha pego ninfeta adianta ficar implorando sabe algum dia chamo pra treta maior idade ta validade vai pro abate guerreiro nato espada punho vem cá to pronto pro combate iludindo ilusionista ligando falando santa almoço pago lagosta mal sabe vai ser janta agora tá saudade gosto escorrendo rosto xi engole choro adianta ligar pedindo socorro romance corro amor morro coleira cabe aqui nesse cachorro deixa marra sei tara cara mostra entusiasmo vê descobre corre pá orgasmo contra pedofilia curto novinha pego ninfeta adianta ficar implorando sabe algum dia chamo pra treta maior idade ta validade vai pro abate guerreiro nato disparo empunho vem cá to pronto pro combate iludindo ilusionista ligando falando santa almoço pago lagosta mal sabe vai ser janta agora tá saudade gosto escorrendo rosto xi engole choro adianta ligar pedindo socorro romance corro amor morro coleira cabe aqui nesse cachorro,adianta,158,48.73,funk
52,ei mano peço tempo pra explicar porque tava querendo tempo pra conversar ontem noite mente revirou mina gata tava assistindo show muita calma pera lá vou explicar situação sabe nunca emoção rolou alguma coisa diferente vi perfume usava parece senti olha mano diria mina baile quero saber tudo detalhe detalhe antes contar olha aconteceu pra mim viu gata chegou camarim entrou roubando cena perguntando nome falando pikeno pra dar telefone quero tirar foto colo outra pé dependendo momento tiro quiser fez menor conhece peça ideia dessa parti pro interessa chegou hora h celular veio tocar namora acho vai rolar acredito olha deixa dar continuidade desci palco veio cheia maldade falando fã jeito diferente queria beijinho daqueles envolventes mão boba atacou subi sainha lá corredor tava dentro cozinha tudo apagado escuro agora resto comigo mandou brincar fogo tá correndo perigo fala aconteceu hora tava maneiro falou voltava ia banheiro menina caô estragar parada outra voltou chegou camarim suada correu briga camarote mano acreditei vontade forte olho azul mano azul piscina apaguei luz apimentou clima virgem vou saber mano puis mão perna evitando duas vezes demais paradas dá desgosto gostei tatuagem pescoço tava escrito perdição adivinhou dentro coração assim contou olha vou falar acredita quiser acho falando mano mesma mulher falar besteira menor jeito tatuagem viu pikeno nela dei beijo acreditando pode ser caô quer dizer marca então deixou conseguiu ver diz mostrou mostrou sim ainda disse briga machucou falou nome falou sim certeza vanessa maria pra mim maria vanessa olha coisa louca parece novela vai ficar assim vamos aprontar aprontar tipo quê marca encontro apê liga frente pra ver vai dizer vou ligar casa pensei falar falar vou ligar celular alô maria vanessa alô vanessa maria menor suave gata pikeno daquele dia vamos lá pro apê aceito agora vai ter aguentar dois vamos combinar direito pra dar problema abre porta pra apareço cena chegou assustei deu pra desistir melhor parte história mano ainda tá vir campainha tocou porta abriu aconteceu acho tô ficando louco tá vendo alucinação pode ter certeza minas gêmeas mano pra surpresa nunca imaginei passar situação fim gostoso toda confusão,pra,352,68.47,funk
53,explosão tchacabum dança verão explosão quente quente feito vulcão explosão nesse gingado caliente cheiro camim morena tão envolvente quero pra mim explosão tchacabum dança verão explosão quente quente feito vulcão explosão nesse gingado caliente cheiro camim morena tão envolvente quero mexendo todo corpo rebola quebrando formoso cobra rebola rebola corpo mola caldeirão fervendo vai entrar erupção vai ver daqui pouco caldo vai ferver vai ferver vai ferver cobra rebola rebola corpo mola caldeirão fervendo vai entrar erupção vai ver daqui pouco caldo vai ferver vai ferver vai ferver,vai,88,40.91,funk
